result,radiant_win,duration,start_time,game_mode,localized_name,kills,deaths,assists,primary_attr,attack_type,carry,jungler,pusher,nuker,disabler,initiator,durable,support,legs
0,0,3229,1670482657,22,Slark,9,12,15,agi,Melee,1,0,0,1,1,0,0,0,2
1,0,2911,1670990085,22,Silencer,3,15,26,int,Ranged,1,0,0,1,1,1,0,1,2
1,0,2028,1672447140,22,Venomancer,12,2,12,all,Ranged,0,0,1,1,1,1,0,1,0
1,1,2552,1672450394,22,Huskar,21,1,11,str,Ranged,1,0,0,0,0,1,1,0,2
0,1,2406,1672453848,22,Hoodwink,9,10,16,agi,Ranged,0,0,0,1,1,0,0,1,4
0,1,3732,1672712267,22,Bloodseeker,14,10,14,agi,Melee,1,0,0,1,1,1,0,0,2
1,1,2525,1672722615,22,Medusa,7,0,11,agi,Ranged,1,0,0,0,1,0,1,0,0
0,0,2416,1672725568,22,Spectre,3,6,8,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,3214,1672897206,22,Legion Commander,12,7,9,str,Melee,1,0,0,1,1,1,1,0,2
1,1,2845,1672901192,22,Mars,6,5,15,str,Melee,1,0,0,0,1,1,1,0,2
1,1,3937,1673141126,22,Hoodwink,5,11,17,agi,Ranged,0,0,0,1,1,0,0,1,4
0,0,3332,1673147329,22,Mars,4,5,18,str,Melee,1,0,0,0,1,1,1,0,2
0,1,2730,1673413283,22,Slardar,3,7,16,str,Melee,1,0,0,0,1,1,1,0,0
0,0,3222,1673416717,22,Mars,4,9,20,str,Melee,1,0,0,0,1,1,1,0,2
1,0,2207,1673501903,22,Slark,7,2,10,agi,Melee,1,0,0,1,1,0,0,0,2
1,1,2382,1673505027,22,Lina,13,1,9,int,Ranged,1,0,0,1,1,0,0,1,2
0,0,2724,1674006656,22,Treant Protector,6,9,21,str,Melee,0,0,0,0,1,1,1,1,2
1,1,2141,1674010230,22,Lina,16,1,18,int,Ranged,1,0,0,1,1,0,0,1,2
0,0,2968,1674018266,22,Treant Protector,8,5,15,str,Melee,0,0,0,0,1,1,1,1,2
1,0,2209,1674101647,22,Lina,13,4,10,int,Ranged,1,0,0,1,1,0,0,1,2
0,0,2138,1674104715,22,Lina,7,10,6,int,Ranged,1,0,0,1,1,0,0,1,2
0,0,2780,1674107491,22,Chaos Knight,7,8,10,str,Melee,1,0,1,0,1,1,1,0,2
0,1,2790,1674187411,22,Witch Doctor,5,13,8,int,Ranged,0,0,0,1,1,0,0,1,2
1,0,3789,1674195008,22,Riki,11,3,42,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,2384,1674367914,22,Legion Commander,9,6,17,str,Melee,1,0,0,1,1,1,1,0,2
1,0,3074,1674371122,22,Riki,1,6,34,agi,Melee,1,0,0,0,1,0,0,0,2
1,0,2874,1674439599,22,Riki,10,8,42,agi,Melee,1,0,0,0,1,0,0,0,2
0,0,2924,1674534709,22,Huskar,9,11,6,str,Ranged,1,0,0,0,0,1,1,0,2
0,0,2874,1674542256,22,Lina,17,8,10,int,Ranged,1,0,0,1,1,0,0,1,2
0,1,3050,1674626971,22,Lifestealer,8,5,14,str,Melee,1,0,0,0,1,0,1,0,2
1,1,4440,1674708338,22,Riki,5,10,46,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,1862,1674713403,22,Riki,7,3,26,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,2488,1674715688,22,Riki,3,13,24,agi,Melee,1,0,0,0,1,0,0,0,2
1,0,2286,1674719391,22,Slark,19,1,11,agi,Melee,1,0,0,1,1,0,0,0,2
0,0,2996,1675314770,22,Beastmaster,8,16,20,all,Melee,0,0,0,1,1,1,1,0,2
0,1,3653,1675318178,22,Hoodwink,15,11,24,agi,Ranged,0,0,0,1,1,0,0,1,4
0,0,2451,1675322545,22,Riki,7,11,28,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,2445,1675380823,22,Witch Doctor,12,7,22,int,Ranged,0,0,0,1,1,0,0,1,2
0,1,2219,1675384180,22,Lina,9,13,9,int,Ranged,1,0,0,1,1,0,0,1,2
1,1,2968,1675387467,22,Lina,18,6,7,int,Ranged,1,0,0,1,1,0,0,1,2
1,1,2532,1675392599,22,Slark,24,0,11,agi,Melee,1,0,0,1,1,0,0,0,2
0,1,2697,1675400879,22,Slark,9,5,6,agi,Melee,1,0,0,1,1,0,0,0,2
1,1,2190,1675470302,22,Sniper,8,3,13,agi,Ranged,1,0,0,1,0,0,0,0,2
1,1,3168,1675539899,22,Naga Siren,9,3,19,agi,Melee,1,0,1,0,1,1,0,1,0
0,1,2911,1675543875,22,Chaos Knight,6,10,14,str,Melee,1,0,1,0,1,1,1,0,2
1,0,2528,1675547770,22,Drow Ranger,13,7,14,agi,Ranged,1,0,1,0,1,0,0,0,2
0,0,2571,1675550874,22,Lina,10,9,8,int,Ranged,1,0,0,1,1,0,0,1,2
1,0,3247,1675637522,22,Slark,33,5,16,agi,Melee,1,0,0,1,1,0,0,0,2
0,1,1572,1675641181,22,Slark,0,6,6,agi,Melee,1,0,0,1,1,0,0,0,2
0,1,1800,1675646174,22,Riki,2,6,24,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,2053,1675648916,22,Hoodwink,14,5,16,agi,Ranged,0,0,0,1,1,0,0,1,4
1,1,2215,1675651763,22,Viper,13,5,22,agi,Ranged,1,0,0,0,1,1,1,0,0
1,0,2849,1675654399,22,Riki,6,4,36,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,3518,1675923747,22,Silencer,10,14,40,int,Ranged,1,0,0,1,1,1,0,1,2
1,1,2940,1675927960,22,Silencer,7,6,31,int,Ranged,1,0,0,1,1,1,0,1,2
1,0,2477,1675994305,22,Crystal Maiden,0,10,23,int,Ranged,0,0,0,1,1,0,0,1,2
0,1,1647,1676004083,22,Riki,1,6,16,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,2417,1676006728,22,Death Prophet,9,9,18,int,Ranged,1,0,1,1,1,0,0,0,2
0,1,2980,1676086241,22,Legion Commander,2,10,14,str,Melee,1,0,0,1,1,1,1,0,2
0,0,3070,1676089919,22,Rubick,5,12,20,int,Ranged,0,0,0,1,1,0,0,1,2
1,1,3033,1676093731,22,Lina,19,9,10,int,Ranged,1,0,0,1,1,0,0,1,2
1,0,3661,1676097309,22,Lina,13,8,14,int,Ranged,1,0,0,1,1,0,0,1,2
1,1,1782,1676163491,22,Slark,12,3,8,agi,Melee,1,0,0,1,1,0,0,0,2
0,1,3213,1676165856,22,Slark,3,9,13,agi,Melee,1,0,0,1,1,0,0,0,2
1,1,2772,1676180727,22,Riki,2,7,27,agi,Melee,1,0,0,0,1,0,0,0,2
0,0,3418,1676350785,22,Riki,3,12,33,agi,Melee,1,0,0,0,1,0,0,0,2
1,0,3355,1676355224,22,Death Prophet,16,11,31,int,Ranged,1,0,1,1,1,0,0,0,2
0,1,3308,1676359231,22,Death Prophet,9,10,17,int,Ranged,1,0,1,1,1,0,0,0,2
0,1,2150,1676432915,22,Death Prophet,3,11,10,int,Ranged,1,0,1,1,1,0,0,0,2
0,0,2540,1676524409,22,Silencer,0,10,12,int,Ranged,1,0,0,1,1,1,0,1,2
0,1,2452,1676527591,22,Lina,3,9,11,int,Ranged,1,0,0,1,1,0,0,1,2
0,0,3185,1676530724,22,Slark,12,7,22,agi,Melee,1,0,0,1,1,0,0,0,2
0,1,2776,1676607947,22,Tiny,3,15,22,str,Melee,1,0,1,1,1,1,1,0,2
1,0,3659,1676611325,22,Lina,11,13,12,int,Ranged,1,0,0,1,1,0,0,1,2
1,0,2211,1676677141,22,Riki,0,3,22,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,2303,1676679942,22,Riki,2,7,29,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,3066,1676689564,22,Riki,4,9,31,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,2784,1676693789,22,Snapfire,13,10,17,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,1793,1676697352,22,Silencer,3,8,10,int,Ranged,1,0,0,1,1,1,0,1,2
1,0,2897,1676699673,22,Snapfire,12,2,36,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2089,1676703222,22,Snapfire,9,3,23,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,2696,1676705849,22,Bounty Hunter,3,8,13,agi,Melee,0,0,0,1,0,0,0,0,2
1,1,1905,1676771869,22,Snapfire,4,3,15,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2901,1676774376,22,Snapfire,5,5,27,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2951,1676778701,22,Snapfire,13,6,31,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,2809,1676788635,22,Riki,1,6,30,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,2646,1676791909,22,Snapfire,2,7,26,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,3407,1676852016,22,Snapfire,18,8,19,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,3027,1676855990,22,Snapfire,5,11,24,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,1938,1676864460,22,Snapfire,7,4,17,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,1775,1676866891,22,Snapfire,4,4,13,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2835,1676869116,22,Snapfire,7,4,23,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2243,1676936122,22,Drow Ranger,10,3,9,agi,Ranged,1,0,1,0,1,0,0,0,2
1,1,2392,1676939500,22,Snapfire,2,6,17,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,2196,1676942252,22,Snapfire,6,8,13,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2097,1677037224,22,Snapfire,4,5,24,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2555,1677041186,22,Snapfire,5,8,25,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,1978,1677214848,22,Snapfire,5,3,6,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,1739,1677219244,22,Undying,3,2,10,str,Melee,0,0,0,1,1,0,1,1,2
1,0,2993,1677221617,22,Snapfire,9,8,30,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,4026,1677285659,22,Snapfire,10,7,33,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,2180,1677389167,22,Broodmother,1,11,7,all,Melee,1,0,1,1,0,0,0,0,8
1,1,2082,1677391714,22,Snapfire,5,3,23,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2343,1677395755,22,Snapfire,5,8,18,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,3185,1677399405,22,Witch Doctor,6,11,30,int,Ranged,0,0,0,1,1,0,0,1,2
1,1,2154,1677551463,22,Snapfire,10,2,20,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,3058,1677560098,22,Snapfire,7,11,25,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,3259,1677564454,22,Death Prophet,4,6,27,int,Ranged,1,0,1,1,1,0,0,0,2
1,0,2715,1677725042,22,Undying,7,7,31,str,Melee,0,0,0,1,1,0,1,1,2
0,1,2814,1677734509,22,Snapfire,4,8,27,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,1974,1677809941,22,Death Prophet,4,8,6,int,Ranged,1,0,1,1,1,0,0,0,2
1,0,2526,1677812646,22,Snapfire,3,4,24,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2773,1677911220,22,Faceless Void,11,3,9,agi,Melee,1,0,0,0,1,1,1,0,2
1,0,2511,1677987716,22,Snapfire,8,5,24,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,2743,1677990736,22,Warlock,3,14,18,int,Ranged,0,0,0,0,1,1,0,1,2
1,1,1885,1677994181,22,Drow Ranger,13,1,13,agi,Ranged,1,0,1,0,1,0,0,0,2
1,0,2514,1677996797,22,Drow Ranger,6,5,15,agi,Ranged,1,0,1,0,1,0,0,0,2
1,0,2578,1678062166,22,Spectre,10,1,19,agi,Melee,1,0,0,0,0,0,1,0,0
0,0,1994,1678065733,22,Phantom Assassin,0,5,5,agi,Melee,1,0,0,0,0,0,0,0,2
0,0,2109,1678165650,22,Hoodwink,3,8,10,agi,Ranged,0,0,0,1,1,0,0,1,4
1,0,2458,1678168536,22,Huskar,14,5,15,str,Ranged,1,0,0,0,0,1,1,0,2
1,0,2562,1678240595,22,Sand King,11,5,25,all,Melee,0,0,0,1,1,1,0,1,6
0,1,2759,1678244709,22,Doom,1,14,6,str,Melee,1,0,0,1,1,1,1,0,2
0,0,1948,1678334929,22,Medusa,3,3,5,agi,Ranged,1,0,0,0,1,0,1,0,0
1,1,3189,1678418170,22,Snapfire,4,7,23,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2844,1678512681,22,Mars,9,4,20,str,Melee,1,0,0,0,1,1,1,0,2
1,1,2241,1678516050,22,Disruptor,2,6,22,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2959,1678519359,22,Drow Ranger,6,7,18,agi,Ranged,1,0,1,0,1,0,0,0,2
0,0,3653,1678657272,22,Witch Doctor,2,11,17,int,Ranged,0,0,0,1,1,0,0,1,2
0,1,2097,1678662000,22,Slark,1,9,2,agi,Melee,1,0,0,1,1,0,0,0,2
0,0,3959,1678664557,22,Snapfire,6,7,15,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,4288,1678669805,22,Snapfire,5,12,21,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,3174,1678764634,22,Snapfire,3,13,20,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2842,1678846423,22,Necrophos,15,5,15,int,Ranged,1,0,0,1,1,0,1,0,2
0,0,2148,1678849930,22,Necrophos,3,12,11,int,Ranged,1,0,0,1,1,0,1,0,2
0,1,2824,1678853053,22,Techies,5,12,12,all,Ranged,0,0,0,1,1,0,0,0,6
0,1,3121,1678856941,22,Huskar,7,12,7,str,Ranged,1,0,0,0,0,1,1,0,2
0,1,2042,1678926070,22,Necrophos,5,8,3,int,Ranged,1,0,0,1,1,0,1,0,2
1,0,2655,1678929948,22,Juggernaut,14,3,12,agi,Melee,1,0,1,0,0,0,0,0,2
0,1,2332,1679016863,22,Juggernaut,7,4,11,agi,Melee,1,0,1,0,0,0,0,0,2
1,0,2867,1679115979,22,Crystal Maiden,4,12,20,int,Ranged,0,0,0,1,1,0,0,1,2
0,0,3979,1679119364,22,Snapfire,5,12,30,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2665,1679269388,22,Leshrac,10,4,12,int,Ranged,1,0,1,1,1,0,0,1,4
1,1,2781,1679277622,22,Leshrac,8,9,18,int,Ranged,1,0,1,1,1,0,0,1,4
0,0,2686,1679281603,22,Leshrac,7,8,7,int,Ranged,1,0,1,1,1,0,0,1,4
1,0,2035,1679633426,22,Hoodwink,3,7,15,agi,Ranged,0,0,0,1,1,0,0,1,4
0,0,2731,1679636069,22,Crystal Maiden,4,12,18,int,Ranged,0,0,0,1,1,0,0,1,2
0,0,3950,1679714271,22,Beastmaster,9,9,39,all,Melee,0,0,0,1,1,1,1,0,2
1,1,2766,1679768446,22,Wraith King,6,4,18,str,Melee,1,0,0,0,1,1,1,1,2
1,0,2057,1679772294,22,Juggernaut,7,1,6,agi,Melee,1,0,1,0,0,0,0,0,2
0,1,1735,1679776881,22,Mars,4,5,5,str,Melee,1,0,0,0,1,1,1,0,2
1,0,3700,1679780216,22,Riki,4,10,39,agi,Melee,1,0,0,0,1,0,0,0,2
0,1,1582,1679965826,22,Naga Siren,0,2,2,agi,Melee,1,0,1,0,1,1,0,1,0
1,0,3076,1679968516,22,Timbersaw,13,6,18,all,Melee,0,0,0,1,0,0,1,0,2
0,0,2319,1680326350,22,Bounty Hunter,2,6,15,agi,Melee,0,0,0,1,0,0,0,0,2
1,1,2430,1680407090,22,Mirana,3,10,29,all,Ranged,1,0,0,1,1,0,0,1,2
1,1,2319,1680585492,22,Mirana,9,4,29,all,Ranged,1,0,0,1,1,0,0,1,2
0,1,1757,1680588713,22,Mirana,3,8,5,all,Ranged,1,0,0,1,1,0,0,1,2
0,0,1973,1680816018,22,Mirana,4,7,9,all,Ranged,1,0,0,1,1,0,0,1,2
1,0,2202,1680818634,22,Snapfire,11,1,26,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,1809,1680842187,22,Snapfire,9,2,14,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2128,1680844661,22,Snapfire,10,5,15,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2432,1680931916,22,Snapfire,3,7,21,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,3088,1680935175,22,Snapfire,10,7,24,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,2616,1681262076,22,Jakiro,4,9,16,int,Ranged,0,0,1,1,1,0,0,1,2
0,0,2752,1681359549,22,Spectre,13,5,16,agi,Melee,1,0,0,0,0,0,1,0,0
1,1,2063,1681363368,22,Spectre,1,4,22,agi,Melee,1,0,0,0,0,0,1,0,0
1,0,2248,1681366444,22,Spectre,5,2,27,agi,Melee,1,0,0,0,0,0,1,0,0
0,1,1441,1681369372,22,Spectre,1,7,2,agi,Melee,1,0,0,0,0,0,1,0,0
0,1,1998,1681371262,22,Drow Ranger,3,8,4,agi,Ranged,1,0,1,0,1,0,0,0,2
0,0,3413,1681696959,22,Faceless Void,5,7,14,agi,Melee,1,0,0,0,1,1,1,0,2
1,0,2822,1681879341,22,Snapfire,8,8,35,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2477,1681882789,22,Snapfire,3,7,14,all,Ranged,0,0,0,1,1,0,0,1,2
1,1,2593,1682107172,22,Phantom Lancer,12,1,11,agi,Melee,1,0,1,1,0,0,0,0,2
0,1,2838,1682231373,22,Witch Doctor,1,13,18,int,Ranged,0,0,0,1,1,0,0,1,2
1,0,3431,1682234827,22,Phantom Lancer,6,5,12,agi,Melee,1,0,1,1,0,0,0,0,2
0,0,1922,1682286501,22,Lion,2,11,7,int,Ranged,0,0,0,1,1,1,0,1,2
1,1,2344,1682296847,22,Sand King,12,6,20,all,Melee,0,0,0,1,1,1,0,1,6
0,0,2447,1682299700,22,Doom,7,8,12,str,Melee,1,0,0,1,1,1,1,0,2
1,0,2881,1682302990,22,Riki,18,6,30,agi,Melee,1,0,0,0,1,0,0,0,2
1,1,2551,1682306741,22,Anti-Mage,10,3,15,agi,Melee,1,0,0,1,0,0,0,0,2
0,1,2143,1682309674,22,Phantom Lancer,6,5,7,agi,Melee,1,0,1,1,0,0,0,0,2
0,1,1724,1682383201,22,Sand King,1,7,8,all,Melee,0,0,0,1,1,1,0,1,6
1,0,3266,1682388400,22,Snapfire,14,9,20,all,Ranged,0,0,0,1,1,0,0,1,2
1,0,2369,1682440761,22,Snapfire,9,4,26,all,Ranged,0,0,0,1,1,0,0,1,2
0,0,2790,1682443852,22,Snapfire,6,6,12,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,1789,1682473930,22,Snapfire,4,7,5,all,Ranged,0,0,0,1,1,0,0,1,2
0,1,3013,1682486982,22,Riki,13,10,13,agi,Melee,1,0,0,0,1,0,0,0,2
